,Date,EURUSD,USDCAD
Fr,02/09/2007,1.3041,1.1826
Th,02/08/2007,1.3011,1.1843
We,02/07/2007,1.2984,1.1817
Tu,02/06/2007,1.2928,1.1824
Mo,02/05/2007,1.2966,1.1833
Fr,02/02/2007,1.3021,1.1783
Th,02/01/2007,1.3031,1.1767
We,01/31/2007,1.2969,1.179
Tu,01/30/2007,1.2956,1.183
Mo,01/29/2007,1.2924,1.1795
Fr,01/26/2007,1.293,1.1828
Th,01/25/2007,1.2969,1.1789
We,01/24/2007,1.3025,1.1804
Tu,01/23/2007,1.295,1.1821
Mo,01/22/2007,1.2958,1.1724
Fr,01/19/2007,1.2962,1.1741
Th,01/18/2007,1.2937,1.1726
We,01/17/2007,1.2917,1.1758
Tu,01/16/2007,1.2937,1.1681
Mo,01/15/2007,1.292,1.1687
Fr,01/12/2007,1.2892,1.1777
Th,01/11/2007,1.2937,1.1741
We,01/10/2007,1.2999,1.177
Tu,01/09/2007,1.3022,1.1749
Mo,01/08/2007,1.3006,1.1725
Fr,01/05/2007,1.3083,1.1773
Th,01/04/2007,1.3168,1.1732
We,01/03/2007,1.3271,1.1653
Tu,01/02/2007,1.32,1.1654
Mo,01/01/2007,1.3196,1.1654
Fr,12/29/2006,1.3149,1.1603
Th,12/28/2006,1.3113,1.1619
We,12/27/2006,1.3096,1.1609
Tu,12/26/2006,1.3101,1.1559
Mo,12/25/2006,1.312,1.1551
Fr,12/22/2006,1.3175,1.1548
Th,12/21/2006,1.3172,1.1487
We,12/20/2006,1.3196,1.1525
Tu,12/19/2006,1.3099,1.157
Mo,12/18/2006,1.3082,1.1575
Fr,12/15/2006,1.3142,1.1571
Th,12/14/2006,1.3213,1.1567
We,12/13/2006,1.3284,1.1523
Tu,12/12/2006,1.3236,1.1475
Mo,12/11/2006,1.3178,1.1488
Fr,12/08/2006,1.3286,1.1495
Th,12/07/2006,1.3286,1.1475
We,12/06/2006,1.3315,1.1422
Tu,12/05/2006,1.3342,1.1404
Mo,12/04/2006,1.3333,1.1445
Fr,12/01/2006,1.3241,1.1401
Th,11/30/2006,1.3153,1.138
We,11/29/2006,1.3198,1.1303
Tu,11/28/2006,1.3133,1.1335
Mo,11/27/2006,1.3166,1.1316
Fr,11/24/2006,1.2944,1.1416
Th,11/23/2006,1.2943,1.1413
We,11/22/2006,1.2844,1.1461
Tu,11/21/2006,1.2815,1.1463
Mo,11/20/2006,1.2829,1.1463
Fr,11/17/2006,1.2795,1.1423
Th,11/16/2006,1.2827,1.1386
We,11/15/2006,1.281,1.1373
Tu,11/14/2006,1.2804,1.1374
Mo,11/13/2006,1.2846,1.1312
Fr,11/10/2006,1.2828,1.1293
Th,11/09/2006,1.2756,1.1292
We,11/08/2006,1.2776,1.1296
Tu,11/07/2006,1.2723,1.1295
Mo,11/06/2006,1.2717,1.1297
Fr,11/03/2006,1.2778,1.1331
Th,11/02/2006,1.2756,1.132
We,11/01/2006,1.2761,1.122
Tu,10/31/2006,1.2723,1.1255
Mo,10/30/2006,1.273,1.1192
Fr,10/27/2006,1.2692,1.1231
Th,10/26/2006,1.26,1.1237
We,10/25/2006,1.2557,1.1265
Tu,10/24/2006,1.2551,1.1285
Mo,10/23/2006,1.2618,1.1245
Fr,10/20/2006,1.2623,1.127
Th,10/19/2006,1.2532,1.1361
We,10/18/2006,1.2546,1.141
Tu,10/17/2006,1.2532,1.1374
Mo,10/16/2006,1.2507,1.1372
Fr,10/13/2006,1.2554,1.1335
Th,10/12/2006,1.2513,1.1381
We,10/11/2006,1.2536,1.1326
Tu,10/10/2006,1.2593,1.1236
Mo,10/09/2006,1.2595,1.1256
Fr,10/06/2006,1.2693,1.1248
Th,10/05/2006,1.2714,1.1267
We,10/04/2006,1.2731,1.1221
Tu,10/03/2006,1.2737,1.1151
Mo,10/02/2006,1.2686,1.1171
Fr,09/29/2006,1.2702,1.1112
Th,09/28/2006,1.2699,1.1109
We,09/27/2006,1.269,1.1139
Tu,09/26/2006,1.2745,1.1171
Mo,09/25/2006,1.2786,1.1176
Fr,09/22/2006,1.2779,1.1193
Th,09/21/2006,1.2684,1.1277
We,09/20/2006,1.2677,1.127
Tu,09/19/2006,1.2703,1.1166
Mo,09/18/2006,1.2642,1.1192
Fr,09/15/2006,1.2723,1.1169
Th,09/14/2006,1.2687,1.12
We,09/13/2006,1.2687,1.1197
Tu,09/12/2006,1.2701,1.1216
Mo,09/11/2006,1.267,1.12
Fr,09/08/2006,1.273,1.11
Th,09/07/2006,1.2806,1.1054
We,09/06/2006,1.2815,1.1115
Tu,09/05/2006,1.2872,1.1076
Mo,09/04/2006,1.2841,1.1038
Fr,09/01/2006,1.2812,1.1035
Th,08/31/2006,1.2832,1.1092
We,08/30/2006,1.2823,1.1074
Tu,08/29/2006,1.2779,1.1119
Mo,08/28/2006,1.2766,1.1087
Fr,08/25/2006,1.2764,1.1093
Th,08/24/2006,1.2786,1.1128
We,08/23/2006,1.2802,1.1155
Tu,08/22/2006,1.2891,1.1175
Mo,08/21/2006,1.2825,1.1255
Fr,08/18/2006,1.2827,1.122
Th,08/17/2006,1.2838,1.1193
We,08/16/2006,1.2783,1.1216
Tu,08/15/2006,1.2713,1.127
Mo,08/14/2006,1.2725,1.124
Fr,08/11/2006,1.2793,1.1274
Th,08/10/2006,1.286,1.1203
We,08/09/2006,1.2832,1.1234
Tu,08/08/2006,1.2841,1.1192
Mo,08/07/2006,1.2871,1.1265
Fr,08/04/2006,1.2802,1.1252
Th,08/03/2006,1.2786,1.1267
We,08/02/2006,1.2825,1.1304
Tu,08/01/2006,1.2766,1.1311
Mo,07/31/2006,1.2766,1.1298
Fr,07/28/2006,1.2697,1.1351
Th,07/27/2006,1.2717,1.1346
We,07/26/2006,1.2576,1.1414
Tu,07/25/2006,1.2634,1.141
Mo,07/24/2006,1.2709,1.1372
Fr,07/21/2006,1.2626,1.1325
Th,07/20/2006,1.2585,1.1347
We,07/19/2006,1.2504,1.1365
Tu,07/18/2006,1.2517,1.1366
Mo,07/17/2006,1.2651,1.1279
Fr,07/14/2006,1.2688,1.1312
Th,07/13/2006,1.2703,1.134
We,07/12/2006,1.2773,1.1323
Tu,07/11/2006,1.2727,1.1239
Mo,07/10/2006,1.2814,1.1136
Fr,07/07/2006,1.2782,1.1128
Th,07/06/2006,1.2723,1.1121
We,07/05/2006,1.2798,1.1067
Tu,07/04/2006,1.2801,1.1112
Mo,07/03/2006,1.2782,1.1155
Fr,06/30/2006,1.2664,1.1101
Th,06/29/2006,1.2555,1.1232
We,06/28/2006,1.2576,1.1232
Tu,06/27/2006,1.2579,1.1233
Mo,06/26/2006,1.2514,1.1183
Fr,06/23/2006,1.2577,1.1171
Th,06/22/2006,1.2659,1.1087
We,06/21/2006,1.2577,1.1184
Tu,06/20/2006,1.2574,1.1199
Mo,06/19/2006,1.2646,1.1222
Fr,06/16/2006,1.2636,1.111
Th,06/15/2006,1.2596,1.1139
We,06/14/2006,1.2533,1.1132
Tu,06/13/2006,1.2586,1.0993
Mo,06/12/2006,1.2619,1.1068
Fr,06/09/2006,1.2651,1.123
Th,06/08/2006,1.2785,1.1132
We,06/07/2006,1.2834,1.113
Tu,06/06/2006,1.2905,1.108
Mo,06/05/2006,1.2934,1.1012
Fr,06/02/2006,1.2803,1.1029
Th,06/01/2006,1.2809,1.1014
We,05/31/2006,1.2869,1.0985
Tu,05/30/2006,1.2749,1.106
Mo,05/29/2006,1.2736,1.106
Fr,05/26/2006,1.2798,1.1072
Th,05/25/2006,1.2753,1.1198
We,05/24/2006,1.2813,1.1243
Tu,05/23/2006,1.2865,1.115
Mo,05/22/2006,1.2762,1.1204
Fr,05/19/2006,1.2843,1.1202
Th,05/18/2006,1.2742,1.1144
We,05/17/2006,1.2858,1.1064
Tu,05/16/2006,1.2796,1.1127
Mo,05/15/2006,1.2939,1.1095
Fr,05/12/2006,1.2835,1.1029
Th,05/11/2006,1.278,1.1
We,05/10/2006,1.2757,1.0993
Tu,05/09/2006,1.2711,1.1115
Mo,05/08/2006,1.2741,1.1054
Fr,05/05/2006,1.2691,1.107
Th,05/04/2006,1.2632,1.1083
We,05/03/2006,1.2614,1.106
Tu,05/02/2006,1.2589,1.1136
Mo,05/01/2006,1.2632,1.1167
Fr,04/28/2006,1.2534,1.1227
Th,04/27/2006,1.2454,1.1279
We,04/26/2006,1.2431,1.1314
Tu,04/25/2006,1.239,1.1371
Mo,04/24/2006,1.236,1.1359
Fr,04/21/2006,1.2318,1.1391
Th,04/20/2006,1.2383,1.1357
We,04/19/2006,1.2348,1.1404
Tu,04/18/2006,1.2251,1.1461
Mo,04/17/2006,1.2124,1.1514
Fr,04/14/2006,1.2108,1.1514
Th,04/13/2006,1.2103,1.1469
We,04/12/2006,1.2145,1.1426
Tu,04/11/2006,1.211,1.1484
Mo,04/10/2006,1.2104,1.1489
Fr,04/07/2006,1.223,1.1529
Th,04/06/2006,1.2289,1.1622
We,04/05/2006,1.2255,1.1633
Tu,04/04/2006,1.2139,1.1712
Mo,04/03/2006,1.2112,1.1687
Fr,03/31/2006,1.2167,1.1598
Th,03/30/2006,1.2024,1.1722
We,03/29/2006,1.2,1.1708
Tu,03/28/2006,1.2016,1.1683
Mo,03/27/2006,1.2038,1.168
Fr,03/24/2006,1.1973,1.165
Th,03/23/2006,1.2077,1.1668
We,03/22/2006,1.2096,1.1646
Tu,03/21/2006,1.2166,1.161
Mo,03/20/2006,1.2183,1.1586
Fr,03/17/2006,1.2183,1.1524
Th,03/16/2006,1.207,1.1546
We,03/15/2006,1.2013,1.1574
Tu,03/14/2006,1.1963,1.1579
Mo,03/13/2006,1.1914,1.16
Fr,03/10/2006,1.1912,1.1599
Th,03/09/2006,1.1925,1.156
We,03/08/2006,1.1889,1.1502
Tu,03/07/2006,1.2018,1.1391
Mo,03/06/2006,1.2047,1.1336
Fr,03/03/2006,1.2038,1.1316
Th,03/02/2006,1.1923,1.135
We,03/01/2006,1.1921,1.1369
Tu,02/28/2006,1.1846,1.1409
Mo,02/27/2006,1.1874,1.149
Fr,02/24/2006,1.1918,1.1528
Th,02/23/2006,1.1915,1.1488
We,02/22/2006,1.1912,1.1467
Tu,02/21/2006,1.1938,1.1479
Mo,02/20/2006,1.193,1.1507
Fr,02/17/2006,1.1907,1.1574
Th,02/16/2006,1.1891,1.1565
We,02/15/2006,1.1916,1.1531
Tu,02/14/2006,1.1893,1.1553
Mo,02/13/2006,1.1903,1.1542
Fr,02/10/2006,1.1981,1.1457
Th,02/09/2006,1.1965,1.1494
We,02/08/2006,1.198,1.1535
Tu,02/07/2006,1.1967,1.1469
Mo,02/06/2006,1.2038,1.1442
Fr,02/03/2006,1.2092,1.1445
Th,02/02/2006,1.2065,1.1414
We,02/01/2006,1.2157,1.1391
Tu,01/31/2006,1.2089,1.1453
Mo,01/30/2006,1.2104,1.1485
Fr,01/27/2006,1.2207,1.1511
Th,01/26/2006,1.2242,1.1506
We,01/25/2006,1.2281,1.1515
Tu,01/24/2006,1.2306,1.1496
Mo,01/23/2006,1.2144,1.1531
Fr,01/20/2006,1.2097,1.1636
Th,01/19/2006,1.2112,1.1708
We,01/18/2006,1.2106,1.164
Tu,01/17/2006,1.2128,1.1582
Mo,01/16/2006,1.2147,1.1602
Fr,01/13/2006,1.2036,1.1631
Th,01/12/2006,1.2129,1.159
We,01/11/2006,1.2065,1.1659
Tu,01/10/2006,1.2088,1.1681
Mo,01/09/2006,1.2153,1.1657
Fr,01/06/2006,1.2109,1.1621
Th,01/05/2006,1.212,1.1476
We,01/04/2006,1.2019,1.1561
Tu,01/03/2006,1.182,1.1635
Mo,01/02/2006,1.1845,1.1625
Fr,12/30/2005,1.184,1.1642
Th,12/29/2005,1.183,1.1655
We,12/28/2005,1.1827,1.1746
Tu,12/27/2005,1.1846,1.1668
Mo,12/26/2005,1.1863,1.1674
Fr,12/23/2005,1.1869,1.1664
Th,12/22/2005,1.1836,1.1656
We,12/21/2005,1.1861,1.1724
Tu,12/20/2005,1.2007,1.1692
Mo,12/19/2005,1.2028,1.1592
Fr,12/16/2005,1.1978,1.1583
Th,12/15/2005,1.2001,1.152
We,12/14/2005,1.1946,1.1498
Tu,12/13/2005,1.1953,1.151
Mo,12/12/2005,1.1784,1.1582
Fr,12/09/2005,1.182,1.1588
Th,12/08/2005,1.1727,1.1599
We,12/07/2005,1.178,1.1575
Tu,12/06/2005,1.1788,1.1573
Mo,12/05/2005,1.1702,1.1622
Fr,12/02/2005,1.1738,1.1662
Th,12/01/2005,1.1789,1.1655
We,11/30/2005,1.1779,1.1687
Tu,11/29/2005,1.1849,1.1675
Mo,11/28/2005,1.1716,1.1689
Fr,11/25/2005,1.1788,1.1719
Th,11/24/2005,1.1821,1.172
We,11/23/2005,1.1815,1.174
Tu,11/22/2005,1.1727,1.1824
Mo,11/21/2005,1.1772,1.1885
Fr,11/18/2005,1.1749,1.1875
Th,11/17/2005,1.1671,1.1939
We,11/16/2005,1.1716,1.1927
Tu,11/15/2005,1.1687,1.193
Mo,11/14/2005,1.1721,1.1896
Fr,11/11/2005,1.1687,1.1913
Th,11/10/2005,1.1765,1.1871
We,11/09/2005,1.1781,1.1845
Tu,11/08/2005,1.1803,1.1869
Mo,11/07/2005,1.1812,1.1849
Fr,11/04/2005,1.1945,1.1816
Th,11/03/2005,1.2074,1.18
We,11/02/2005,1.202,1.1752
Tu,11/01/2005,1.1993,1.182
Mo,10/31/2005,1.2062,1.1776
Fr,10/28/2005,1.2142,1.1729
Th,10/27/2005,1.2069,1.1697
We,10/26/2005,1.2107,1.175
Tu,10/25/2005,1.1986,1.1862
Mo,10/24/2005,1.1936,1.1887
Fr,10/21/2005,1.2023,1.1785
Th,10/20/2005,1.1992,1.1751
We,10/19/2005,1.1958,1.1776
Tu,10/18/2005,1.2025,1.1798
Mo,10/17/2005,1.2083,1.1863
Fr,10/14/2005,1.2026,1.1838
Th,10/13/2005,1.2025,1.1709
We,10/12/2005,1.1994,1.1763
Tu,10/11/2005,1.2065,1.1761
Mo,10/10/2005,1.2115,1.1751
Fr,10/07/2005,1.218,1.1813
Th,10/06/2005,1.1975,1.1822
We,10/05/2005,1.1918,1.1731
Tu,10/04/2005,1.1919,1.1659
Mo,10/03/2005,1.2026,1.1626
Fr,09/30/2005,1.2032,1.1717
Th,09/29/2005,1.2035,1.1742
We,09/28/2005,1.2014,1.178
Tu,09/27/2005,1.2072,1.1728
Mo,09/26/2005,1.2038,1.1701
Fr,09/23/2005,1.2155,1.1718
Th,09/22/2005,1.2214,1.1679
We,09/21/2005,1.2116,1.1709
Tu,09/20/2005,1.2142,1.1679
Mo,09/19/2005,1.2168,1.1817
Fr,09/16/2005,1.2224,1.1851
Th,09/15/2005,1.2284,1.1811
We,09/14/2005,1.2266,1.1817
Tu,09/13/2005,1.2288,1.1871
Mo,09/12/2005,1.2408,1.1769
Fr,09/09/2005,1.2397,1.1815
Th,09/08/2005,1.2417,1.1885
We,09/07/2005,1.2465,1.1891
Tu,09/06/2005,1.2538,1.1893
Mo,09/05/2005,1.2538,1.1885
Fr,09/02/2005,1.2502,1.1837
Th,09/01/2005,1.2346,1.1866
We,08/31/2005,1.222,1.1918
Tu,08/30/2005,1.2235,1.1979
Mo,08/29/2005,1.2297,1.197
Fr,08/26/2005,1.2301,1.1922
Th,08/25/2005,1.2274,1.1906
We,08/24/2005,1.2237,1.1974
Tu,08/23/2005,1.2226,1.2023
Mo,08/22/2005,1.2166,1.2109
Fr,08/19/2005,1.2176,1.219
Th,08/18/2005,1.2271,1.2132
We,08/17/2005,1.2363,1.1984
Tu,08/16/2005,1.2368,1.1994
Mo,08/15/2005,1.2461,1.1971
Fr,08/12/2005,1.2472,1.2001
Th,08/11/2005,1.2381,1.2109
We,08/10/2005,1.2371,1.2137
Tu,08/09/2005,1.2351,1.2147
Mo,08/08/2005,1.2348,1.2163
Fr,08/05/2005,1.2385,1.2136
Th,08/04/2005,1.2338,1.2167
We,08/03/2005,1.2191,1.2188
Tu,08/02/2005,1.218,1.2109
Mo,08/01/2005,1.2123,1.2221
Fr,07/29/2005,1.2138,1.2319
Th,07/28/2005,1.207,1.2367
We,07/27/2005,1.2016,1.2298
Tu,07/26/2005,1.2059,1.2185
Mo,07/25/2005,1.2058,1.2193
Fr,07/22/2005,1.2173,1.216
Th,07/21/2005,1.2139,1.2208
We,07/20/2005,1.2031,1.2196
Tu,07/19/2005,1.205,1.2156
Mo,07/18/2005,1.2029,1.2214
Fr,07/15/2005,1.2084,1.2124
Th,07/14/2005,1.2094,1.2079
We,07/13/2005,1.224,1.2037
Tu,07/12/2005,1.2072,1.218
Mo,07/11/2005,1.1971,1.219
Fr,07/08/2005,1.1952,1.2282
Th,07/07/2005,1.1933,1.2369
We,07/06/2005,1.1911,1.2436
Tu,07/05/2005,1.1903,1.2405
Mo,07/04/2005,1.1944,1.2443
Fr,07/01/2005,1.2107,1.2252
Th,06/30/2005,1.207,1.2286
We,06/29/2005,1.2054,1.2324
Tu,06/28/2005,1.2165,1.23
Mo,06/27/2005,1.2093,1.2346
Fr,06/24/2005,1.2038,1.2318
Th,06/23/2005,1.2128,1.2345
We,06/22/2005,1.2183,1.2317
Tu,06/21/2005,1.2155,1.2355
Mo,06/20/2005,1.2218,1.2315
Fr,06/17/2005,1.2109,1.2359
Th,06/16/2005,1.2114,1.2364
We,06/15/2005,1.2034,1.2526
Tu,06/14/2005,1.2109,1.2553
Mo,06/13/2005,1.2112,1.2506
Fr,06/10/2005,1.223,1.2571
Th,06/09/2005,1.2232,1.2511
We,06/08/2005,1.2285,1.2456
Tu,06/07/2005,1.226,1.2446
Mo,06/06/2005,1.2229,1.2475
Fr,06/03/2005,1.2266,1.2485
Th,06/02/2005,1.2178,1.2484
We,06/01/2005,1.2303,1.2549
Tu,05/31/2005,1.2477,1.2561
Mo,05/30/2005,1.2526,1.2575
Fr,05/27/2005,1.2513,1.2669
Th,05/26/2005,1.2602,1.2644
We,05/25/2005,1.2584,1.2594
Tu,05/24/2005,1.2578,1.2584
Mo,05/23/2005,1.2549,1.2661
Fr,05/20/2005,1.2644,1.2592
Th,05/19/2005,1.2681,1.2593
We,05/18/2005,1.2607,1.2649
Tu,05/17/2005,1.2642,1.2693
Mo,05/16/2005,1.2628,1.2653
Fr,05/13/2005,1.2695,1.2507
Th,05/12/2005,1.2816,1.2482
We,05/11/2005,1.2881,1.2365
Tu,05/10/2005,1.2843,1.2378
Mo,05/09/2005,1.2819,1.2424
Fr,05/06/2005,1.2958,1.2449
Th,05/05/2005,1.2947,1.2458
We,05/04/2005,1.2872,1.2519
Tu,05/03/2005,1.2864,1.254
Mo,05/02/2005,1.2862,1.2592
Fr,04/29/2005,1.2893,1.2521
Th,04/28/2005,1.2931,1.249
We,04/27/2005,1.2985,1.245
Tu,04/26/2005,1.3008,1.237
Mo,04/25/2005,1.307,1.233
Fr,04/22/2005,1.3047,1.2391
Th,04/21/2005,1.3087,1.242
We,04/20/2005,1.3064,1.2368
Tu,04/19/2005,1.3024,1.2476
Mo,04/18/2005,1.2913,1.2454
Fr,04/15/2005,1.281,1.2422
Th,04/14/2005,1.2917,1.2384
We,04/13/2005,1.2923,1.2375
Tu,04/12/2005,1.2973,1.2338
Mo,04/11/2005,1.2932,1.2296
Fr,04/08/2005,1.2856,1.2227
Th,04/07/2005,1.2872,1.2221
We,04/06/2005,1.2869,1.2177
Tu,04/05/2005,1.2847,1.222
Mo,04/04/2005,1.2893,1.2151
Fr,04/01/2005,1.2963,1.2105
Th,03/31/2005,1.2916,1.2165
We,03/30/2005,1.2922,1.2107
Tu,03/29/2005,1.2896,1.2185
Mo,03/28/2005,1.2963,1.2183
Fr,03/25/2005,1.294,1.2141
Th,03/24/2005,1.2987,1.2154
We,03/23/2005,1.3087,1.2086
Tu,03/22/2005,1.3158,1.2114
Mo,03/21/2005,1.3316,1.2036
Fr,03/18/2005,1.3377,1.2013
Th,03/17/2005,1.3416,1.2049
We,03/16/2005,1.3307,1.207
Tu,03/15/2005,1.337,1.2071
Mo,03/14/2005,1.3462,1.2056
Fr,03/11/2005,1.3418,1.2047
Th,03/10/2005,1.3392,1.207
We,03/09/2005,1.3345,1.213
Tu,03/08/2005,1.3215,1.2295
Mo,03/07/2005,1.3238,1.2318
Fr,03/04/2005,1.311,1.244
Th,03/03/2005,1.3143,1.239
We,03/02/2005,1.3188,1.2409
Tu,03/01/2005,1.3228,1.2339
Mo,02/28/2005,1.3244,1.239
Fr,02/25/2005,1.32,1.2392
Th,02/24/2005,1.3216,1.245
We,02/23/2005,1.326,1.225
Tu,02/22/2005,1.3068,1.2332
Mo,02/21/2005,1.3045,1.2318
Fr,02/18/2005,1.307,1.23
Th,02/17/2005,1.3029,1.2368
We,02/16/2005,1.3026,1.2304
Tu,02/15/2005,1.2977,1.2329
Mo,02/14/2005,1.2881,1.2363
Fr,02/11/2005,1.2874,1.2424
Th,02/10/2005,1.2805,1.2478
We,02/09/2005,1.2762,1.2469
Tu,02/08/2005,1.2758,1.2553
Mo,02/07/2005,1.286,1.2496
Fr,02/04/2005,1.2976,1.2408
Th,02/03/2005,1.3027,1.2394
We,02/02/2005,1.3047,1.2364
Tu,02/01/2005,1.3038,1.24
Mo,01/31/2005,1.3032,1.2398
Fr,01/28/2005,1.3044,1.2374
Th,01/27/2005,1.3074,1.2323
We,01/26/2005,1.2975,1.2356
Tu,01/25/2005,1.3061,1.2255
Mo,01/24/2005,1.3041,1.2217
Fr,01/21/2005,1.2963,1.2343
Th,01/20/2005,1.3013,1.2277
We,01/19/2005,1.302,1.2223
Tu,01/18/2005,1.3066,1.2173
Mo,01/17/2005,1.3105,1.2176
Fr,01/14/2005,1.3222,1.2023
Th,01/13/2005,1.3255,1.2018
We,01/12/2005,1.3107,1.2194
Tu,01/11/2005,1.3074,1.2233
Mo,01/10/2005,1.3061,1.233
Fr,01/07/2005,1.3174,1.2353
Th,01/06/2005,1.3261,1.2255
We,01/05/2005,1.3278,1.2243
Tu,01/04/2005,1.3466,1.2073
Mo,01/03/2005,1.3549,1.2024
Fr,12/31/2004,1.3636,1.2043
Th,12/30/2004,1.3608,1.2116
We,12/29/2004,1.3613,1.2172
Tu,12/28/2004,1.3616,1.2188
Mo,12/27/2004,1.3531,1.2308
Fr,12/24/2004,1.3517,1.232
Th,12/23/2004,1.3388,1.2414
We,12/22/2004,1.3372,1.2297
Tu,12/21/2004,1.3396,1.2275
Mo,12/20/2004,1.333,1.2279
Fr,12/17/2004,1.3244,1.2347
Th,12/16/2004,1.3394,1.2248
We,12/15/2004,1.3298,1.2362
Tu,12/14/2004,1.3313,1.2271
Mo,12/13/2004,1.3195,1.2262
Fr,12/10/2004,1.3311,1.2228
Th,12/09/2004,1.3339,1.2145
We,12/08/2004,1.3419,1.2086
Tu,12/07/2004,1.3408,1.1996
Mo,12/06/2004,1.3444,1.1916
Fr,12/03/2004,1.3269,1.1946
Th,12/02/2004,1.3345,1.1836
We,12/01/2004,1.328,1.1872
Tu,11/30/2004,1.328,1.1848
Mo,11/29/2004,1.327,1.1779
Fr,11/26/2004,1.327,1.1777
Th,11/25/2004,1.3187,1.1791
We,11/24/2004,1.3087,1.1853
Tu,11/23/2004,1.3049,1.1847
Mo,11/22/2004,1.3038,1.1936
Fr,11/19/2004,1.2962,1.2057
Th,11/18/2004,1.3033,1.1948
We,11/17/2004,1.2956,1.1955
Tu,11/16/2004,1.295,1.2001
Mo,11/15/2004,1.2978,1.1935
Fr,11/12/2004,1.2907,1.1961
Th,11/11/2004,1.289,1.1936
We,11/10/2004,1.29,1.1993
Tu,11/09/2004,1.2921,1.195
Mo,11/08/2004,1.2972,1.1949
Fr,11/05/2004,1.287,1.207
Th,11/04/2004,1.2821,1.2088
We,11/03/2004,1.2743,1.2259
Tu,11/02/2004,1.2752,1.2223
Mo,11/01/2004,1.2803,1.2187
Fr,10/29/2004,1.2744,1.2232
Th,10/28/2004,1.2714,1.2253
We,10/27/2004,1.2768,1.2258
Tu,10/26/2004,1.2808,1.2211
Mo,10/25/2004,1.2695,1.2329
Fr,10/22/2004,1.2616,1.2433
Th,10/21/2004,1.2591,1.2454
We,10/20/2004,1.2513,1.2586
Tu,10/19/2004,1.2493,1.2571
Mo,10/18/2004,1.2474,1.2531
Fr,10/15/2004,1.2386,1.2569
Th,10/14/2004,1.2347,1.2559
We,10/13/2004,1.2329,1.2552
Tu,10/12/2004,1.2386,1.2551
Mo,10/11/2004,1.2421,1.251
Fr,10/08/2004,1.2284,1.2607
Th,10/07/2004,1.2286,1.2589
We,10/06/2004,1.2311,1.2615
Tu,10/05/2004,1.2289,1.2719
Mo,10/04/2004,1.2392,1.2629
Fr,10/01/2004,1.2437,1.2611
Th,09/30/2004,1.2334,1.2705
We,09/29/2004,1.2328,1.2717
Tu,09/28/2004,1.2294,1.2725
Mo,09/27/2004,1.2284,1.2752
Fr,09/24/2004,1.2272,1.2798
Th,09/23/2004,1.2268,1.2823
We,09/22/2004,1.2339,1.29
Tu,09/21/2004,1.2176,1.2941
Mo,09/20/2004,1.2176,1.2979
Fr,09/17/2004,1.2184,1.2906
Th,09/16/2004,1.2153,1.2965
We,09/15/2004,1.2252,1.2935
Tu,09/14/2004,1.2263,1.3016
Mo,09/13/2004,1.2265,1.2912
Fr,09/10/2004,1.2212,1.2887
Th,09/09/2004,1.2184,1.2899
We,09/08/2004,1.211,1.287
Tu,09/07/2004,1.2065,1.2983
Mo,09/06/2004,1.2059,1.3006
Fr,09/03/2004,1.2177,1.2995
Th,09/02/2004,1.2189,1.3078
We,09/01/2004,1.2184,1.3128
Tu,08/31/2004,1.2051,1.3182
Mo,08/30/2004,1.2018,1.3132
Fr,08/27/2004,1.2104,1.3072
Th,08/26/2004,1.2083,1.3047
We,08/25/2004,1.2083,1.3068
Tu,08/24/2004,1.214,1.3075
Mo,08/23/2004,1.2319,1.2983
Fr,08/20/2004,1.2365,1.2971
Th,08/19/2004,1.2337,1.3038
We,08/18/2004,1.2356,1.3076
Tu,08/17/2004,1.2362,1.3067
Mo,08/16/2004,1.2372,1.3088
Fr,08/13/2004,1.2252,1.331
Th,08/12/2004,1.2219,1.3249
We,08/11/2004,1.2237,1.3209
Tu,08/10/2004,1.2273,1.3176
Mo,08/09/2004,1.2286,1.3133
Fr,08/06/2004,1.2054,1.3187
Th,08/05/2004,1.2052,1.3158
We,08/04/2004,1.2061,1.3176
Tu,08/03/2004,1.2027,1.3323
Mo,08/02/2004,1.2064,1.3285
Fr,07/30/2004,1.2047,1.3245
Th,07/29/2004,1.2056,1.3285
We,07/28/2004,1.2059,1.3317
Tu,07/27/2004,1.2142,1.3331
Mo,07/26/2004,1.2105,1.3213
Fr,07/23/2004,1.2263,1.3172
Th,07/22/2004,1.2258,1.3212
We,07/21/2004,1.2331,1.3137
Tu,07/20/2004,1.2444,1.3087
Mo,07/19/2004,1.2441,1.3099
Fr,07/16/2004,1.2356,1.3236
Th,07/15/2004,1.238,1.3224
We,07/14/2004,1.2328,1.3186
Tu,07/13/2004,1.241,1.3176
Mo,07/12/2004,1.2414,1.3173
Fr,07/09/2004,1.2383,1.3183
Th,07/08/2004,1.2372,1.3199
We,07/07/2004,1.2283,1.3282
Tu,07/06/2004,1.229,1.3243
Mo,07/05/2004,1.2325,1.324
Fr,07/02/2004,1.2159,1.3326
Th,07/01/2004,1.2197,1.3329
We,06/30/2004,1.2081,1.3444
Tu,06/29/2004,1.2186,1.3486
Mo,06/28/2004,1.2176,1.3496
Fr,06/25/2004,1.217,1.345
Th,06/24/2004,1.2091,1.36
We,06/23/2004,1.2108,1.3578
Tu,06/22/2004,1.2116,1.3654
Mo,06/21/2004,1.2136,1.3637
Fr,06/18/2004,1.2053,1.3712
Th,06/17/2004,1.2012,1.3731
